	ID	sentence	question	1	2	answer
2393	2394	달팽이가 껍질 안으로 들어갔다.	원인	달팽이가 천적을 만났다.	달팽이가 오이를 먹었다.	1
2394	2395	여자는 영화관 VIP 회원이다.	원인	여자는 매달 10편 이상의 영화를 관람한다.	여자는 영화배우가 꿈이다.	1
2395	2396	남자가 바다에 빠져서 구급요청을 하였다.	결과	구급대원이 바다로 들어갔다.	구급대원이 의자에 착석했다.	1
2396	2397	선물을 포장했다.	원인	친구의 생일이다.	친구의 운동날이다.	1
2397	2398	서퍼가 파도를 포착했다.	결과	서퍼가 석양을 바라보았다.	서퍼가 보드를 저어 가서 파도에 올라탔다.	2
2398	2399	남자가 패딩을 꺼냈다.	원인	겨울이 되었다.	여름이 되었다.	1
2399	2400	교회의 종이 여섯 번 울렸다.	원인	여섯 시가 되었다.	세 시가 되었다.	1
2400	2401	TV의 볼륨이 0이다.	결과	TV에서 화면이 나오지 않는다.	TV에서 소리가 나지 않는다.	2
2401	2402	남자가 무단횡단을 했다.	결과	남자에게 카드 빚이 생겼다.	경찰이 남자에게 범칙금을 받았다.	2
2402	2403	소년이 치아 교정을 시작했다.	결과	충치가 생겼다.	이가 가지런해졌다.	2
2403	2404	운동을 했더니 목이 마르다. 	결과	편의점에서 물을 샀다. 	편의점에서 아르바이트를 했다. 	1
2404	2405	여자가 올림픽 농구 종목에서 1등을 하였다.	결과	여자가 금메달을 받았다.	여자가 은메달을 받았다.	1
2405	2406	할아버지가 가발을 샀다.	원인	할아버지의 피부가 벗겨졌다.	할아버지의 머리가 벗겨졌다.	2
2406	2407	토닉과 보드카를 섞었다.	결과	소맥이 만들어졌다.	칵테일이 만들어졌다.	2
2407	2408	화재 경보가 울렸다.	원인	소방관이 출동했다.	불이 났다.	2
2408	2409	여자의 노래가 사람들에게 많은 인기를 얻었다.	결과	여자의 이름을 아는 사람이 많지 않다.	여자의 이름을 모두가 알고 있다.	2
2409	2410	아이가 헬륨 가스를 마셨다.	결과	아이의 목소리가 변했다.	아이의 목소리가 전혀 나오지 않는다.	1
2410	2411	에어컨 필터를 청소했다.	결과	에어컨에서 악취가 난다.	에어컨 악취가 사라졌다.	2
2411	2412	그가 고기를 능숙하게 손질했다.	원인	그는 요리를 처음 해본다.	그는 요리사이다.	2
2412	2413	나는 핀으로 손가락을 찔렀다.	결과	손가락에서 피가 났다.	손가락에서 땀이 났다.	1
2413	2414	여자가 고양이가 싫어하는 부위를 만졌다.	결과	고양이가 여자의 손을 그루밍 해주었다.	고양이가 여자를 물었다.	2
2414	2415	지우개로 글씨를 지웠다.	결과	지우개가 작아졌다.	지우개가 딱딱해졌다.	1
2415	2416	아파트 열쇠를 잃어버렸다.	결과	자물쇠를 달았다.	새로운 열쇠를 만들었다.	2
2416	2417	우산이 부러졌다.	원인	바람이 너무 강했다.	새로운 우산을 장만했다.	1
2417	2418	목수가 나무를 깎았다.	결과	목탑을 완성했다.	석탑을 완성했다.	1
2418	2419	그는 치매에 걸린 어머니를 요양원에 보냈다.	원인	어머니의 치매가 다 나았다.	치매에 걸린 어머니를 부양하기가 힘들다.	2
2419	2420	떡을 꼬치에 끼워 튀겼다.	결과	떡꼬치가 만들어졌다.	떡볶이가 완성되었다.	1
2420	2421	연필이 부러졌다.	결과	연필이 짧아졌다.	연필이 길어졌다.	2
2421	2422	벌레 퇴치제를 발랐다.	결과	모기에 물리지 않았다.	벌에 쏘였다.	1
2422	2423	신발끈을 묶었다.	결과	신발끈이 풀려 있었다.	구두를 샀다.	1
2423	2424	남자가 유창하게 중국어를 한다.	원인	그는 중국어를 4년동안 배웠다.	그는 중국어를 어제 배우기 시작했다.	1
2424	2425	라면을 끓이는데 물을 많이 부었다.	결과	라면이 싱거워졌다.	라면이 짜졌다.	1
2425	2426	환자가 탈수 증세를 보였다.	결과	환자는 시력 검사를 받았다.	환자는 수액을 맞았다.	2
2426	2427	삼겹살을 자연해동시켰다.	원인	삼겹살을 얼렸다.	삼겹살을 녹였다.	1
2427	2428	여자가 교정 운동을 시작하였다.	결과	여자의 자세가 바르게 고쳐졌다.	여자의 자세가 망가졌다.	1
2428	2429	그녀가 트로피를 받았다.	원인	그녀가 친구를 사귀었다.	그녀가 대회에서 우승했다.	2
2429	2430	무대의 조명이 모두 꺼졌다.	결과	공연이 종료되었다.	공연을 예매했다.	1
2430	2431	과수원의 과일이 잘 익었다.	결과	농부가 과일을 수확했다.	농부가 씨를 심었다.	2
2431	2432	운전 연습을 했다.	결과	따뜻한 차를 마셨다.	운전 면허를 땄다.	2
2432	2433	근육질의 몸을 갖게 되었다.	원인	근력 운동을 했다.	운동을 오래 쉬었다.	1
2433	2434	자동차 타이어에 바람이 빠졌다.	원인	타이어에 펑크가 났다.	타이어를 새로 갈았다.	1
2434	2435	남성이 톱질을 한다.	결과	나무가 꽃을 피운다.	나무가 잘린다.	2
2435	2436	양말에 구멍이 났다.	원인	양말을 새로 구입했다.	양말을 오래 신었다.	2
2436	2437	화장실이 깨끗해졌다.	원인	여자가 화장실 청소를 했다.	여자가 침실 청소를 했다.	1
2437	2438	화장을 지웠다.	원인	화장이 번졌다.	화장품을 잃어버렸다.	1
2438	2439	종이에 손가락을 베였다.	결과	손가락에 소독약을 발랐다.	손가락에 보습크림을 발랐다.	1
2439	2440	여자가 개사료를 샀다.	원인	여자는 고양이를 키우고 있다.	여자는 개를 키우고 있다.	2
2440	2441	여성은 물에 빠져도 몸이 떠오른다.	원인	여성은 구명조끼를 착용했다.	여성은 운동을 했다.	1
2441	2442	운전자가 자동차의 헤드라이트를 켰다.	원인	자동차의 속도가 빠르다.	해가 져서 주변이 어두워졌다.	2
2442	2443	요리를 하다가 화상을 입었다. 	결과	화상 통화를 했다.	화상 연고를 발랐다. 	2
2443	2444	영화관에서 사람들이 모두 퇴장했다.	원인	영화가 모두 끝났다.	영화가 곧 시작할 예정이다.	1
2444	2445	공이 담을 넘어 날아갔다.	결과	공을 가지고 실컷 놀았다	옆집의 유리창이 공에 맞아 깨졌다.	2
2445	2446	공포 영화를 봤다.	결과	슬퍼서 눈물이 났다.	무서워서 깜짝 놀랐다.	2
2446	2447	가위로 종이를 반으로 잘랐다.	결과	종이가 두 개로 나눠졌다.	종이가 서로 붙여졌다.	1
2447	2448	버스에서 지갑을 잃어버렸다. 	결과	버스 고객센터에 전화했다.	지하철 고객센터에 전화했다. 	1
2448	2449	창문을 열었다.	결과	공기가 답답하다.	바람이 통한다.	2
2449	2450	설사를 했다.	원인	찬 음식을 너무 많이 먹었다.	복통이 가라앉았다.	1
2450	2451	상처가 덧났다.	결과	상처가 말끔하게 사라졌다.	상처가 흉터로 남았다.	2
2451	2452	얼었던 강물이 녹았다.	원인	봄이 와서 기온이 올라갔다.	겨울이 와서 기온이 내려갔다.	1
2452	2453	요리사가 조미료를 스프를 끓이고 있는 냄비에 넣었다. 	결과	조미료가 딱딱하게 굳었다.	조미료가 녹아 스프와 섞였다.	2
2453	2454	가수가 무대에서 노래를 더이상 부르지 못했다.	원인	가수는 무대 도중 울음을 터뜨렸다.	가수는 무대가 끝난 후 눈물을 닦았다.	1
2454	2455	아기가 울었다.	결과	아기를 달래주었다.	아기가 걸음마를 뗐다.	1
2455	2456	음식을 다 태웠다.	원인	불 끄는 것을 깜빡했다.	영화가 매우 지루했다.	1
2456	2457	껌에서 맛이 안 난다.	원인	껌을 오래 씹었다.	껌을 방금 씹기 시작했다.	1
2457	2458	여자가 라섹 수술을 했다.	원인	여자의 시력이 좋았다.	여자의 시력이 좋지 않았다.	2
2458	2459	젖은 머리카락에 거품이 묻어 있다.	원인	젖은 머리카락을 모두 헹구었다.	젖은 머리카락에 샴푸칠을 했다.	2
2459	2460	모닝 커피를 마셨다.	원인	잠을 자지 못해 피곤했다.	커피를 끊었다.	1
2460	2461	식당이 문을 닫았다.	원인	장사가 잘 되지 않았다.	식당이 유명세를 얻었다.	1
2461	2462	방에서 벌레를 발견했다.	결과	살충제를 뿌린다.	샤워를 한다.	1
2462	2463	그 남자는 반지를 빼서 바다에 멀리 던져버렸다.	원인	남자는 청혼을 하려고 한다.	남자는 연인과 헤어졌다.	2
2463	2464	손으로 기름진 음식을 만졌다.	결과	손이 미끌거린다.	손에서 거품이 난다.	1
2464	2465	여성이 당첨금을 은행에서 수령했다.	원인	여성이 복권에 당첨되었다.	여성이 복권에 당첨되지 않았다.	1
2465	2466	남자의 목이 쉬었다.	원인	남자가 담배를 끊었다.	남자가 감기에 걸렸다.	2
2466	2467	친구와 싸웠다.	결과	친구와 더 친해졌다.	친구와 어색해졌다.	2
2467	2468	남자가 타야 하는 지하철이 오고 있다.	결과	남자가 택시를 놓친다.	남자가 승강장으로 뛰어 들어간다.	2
2468	2469	비가 오는데 우산이 없다.	결과	몸이 전혀 젖지 않았다.	집까지 후다닥 뛰어갔다.	2
2469	2470	빨간색 물감과 하얀색 물감을 섞었다.	결과	물감이 주황색이 되었다.	물감이 분홍색이 되었다.	2
2470	2471	너무 피곤하다.	원인	충분한 휴식을 취했다.	늦게 잠들었다.	2
2471	2472	학교 복도에서 주먹다짐이 발생했다.	결과	주먹다짐을 한 학생들에게 정학 조치가 내려졌다.	선생님들이 밥을 먹으러 나갔다.	1
2472	2473	여자가 옻을 만졌더니, 알레르기 반응이 나타났다.	원인	여자는 옻 알레르기가 있다.	여자는 복어 알레르기가 있다.	1
2473	2474	밀가루 반죽에 문어를 넣고 굽는다.	결과	문어찜이 완성되었다.	다코야키가 완성되었다.	2
2474	2475	여자가 강아지 집 앞에 '개조심' 푯말을 세웠다.	원인	여자의 강아지는 사람을 좋아한다.	여자의 강아지는 사납다.	2
2475	2476	가시거리가 짧다.	원인	하늘이 맑고 화창하다.	안개가 자욱하게 끼었다.	2
2476	2477	플라스틱 용기가 녹았다.	원인	플라스틱 용기를 난로 위에 올려두었다.	 플라스틱 용기를 냉장고 안에 넣어두었다.	1
2477	2478	남자가 도박에 중독되었다.	원인	남자는 자제력이 없다.	남자는 자제력이 있다.	1
2478	2479	남자가 구속되었다.	원인	남자가 대마초를 피었다.	남자가 술을 마셨다.	1
2479	2480	백신 주사를 맞았다.	결과	독감이 걸렸다.	독감에 걸리지 않았다.	2
2480	2481	화재 경보기가 울렸다.	원인	저녁을 하다가 냄비를 태웠다.	촛불을 켰다.	1
2481	2482	남자의 치아가 깨졌다.	결과	남자는 치과에 방문했다.	남자는 소아과에 방문했다.	1
2482	2483	세차를 했다.	결과	자동차가 깨끗해졌다.	자동차가 더러워졌다.	1
2483	2484	신문에 돋보기를 갖다 대었다.	결과	글씨가 크게 보인다.	글씨가 작게 보인다.	1
2484	2485	아빠가 피자를 엎었다.	원인	아빠가 넘어졌다.	아빠는 넘어지지 않았다.	1
2485	2486	회사 면접에 합격했다.	결과	회사에서 해고당했다.	취업에 성공했다.	2
2486	2487	동굴에서 소리를 질렀다.	결과	소리가 하나도 들리지 않았다.	소리가 울려퍼졌다.	2
2487	2488	고양이의 털을 빗겨주었다.	결과	고양이의 털이 엉켜 있다.	고양이의 털이 정돈되었다.	2
2488	2489	작년에 입던 바지가 짧아졌다.	원인	작년보다 키가 작아졌다.	작년보다 키가 커졌다.	2
2489	2490	손톱이 깨졌다.	원인	매니큐어를 발랐다.	실수로 망치로 손을 때렸다.	2
2490	2491	자물쇠에 비밀번호를 입력했다.	결과	잠금 장치가 닫혔다.	잠금 장치가 열렸다.	2
2491	2492	사과를 잘랐다.	원인	애플파이를 만든다.	파인애플파이를 만든다.	1
2492	2493	아이의 몸에서 땀냄새가 난다.	원인	아이가 땀을 많이 흘렸다.	아이가 추운 곳에 있었다.	1
2493	2494	강아지의 배가 흠뻑 젖었다.	원인	산책하는 도중, 시끄러운 소리가 났다.	산책하는 도중, 비가 왔다.	2
2494	2495	강이 범람했다.	원인	폭우가 쏟아졌다.	가뭄이 일어났다.	1
2495	2496	여름날, 차가운 물을 오랜 시간 상온에 두었다.	결과	물의 온도가 내려갔다.	물의 온도가 올라갔다.	2
2496	2497	커피를 많이 마셨다.	결과	잠을 푹 잤다.	잠이 오지 않는다.	2
2497	2498	비밀번호를 바꿨다.	원인	계정이 해킹되었다.	회원가입을 했다.	1
2498	2499	여자가 남자에게 메일을 보냈다.	결과	남자의 수신함에 메일이 도착했다.	여자의 수신함에 메일이 도착했다.	1
2499	2500	겨울날, 물을 바깥에 두었다.	결과	물이 따뜻해졌다.	물이 얼었다.	2
2500	2501	소변이 마렵다.	원인	햄버거를 많이 먹었다.	콜라를 많이 마셨다.	2
2501	2502	비가 내린다.	결과	여자가 우산을 폈다.	여자가 양산을 폈다.	1
2502	2503	맨발로 모래사장에 갔다.	결과	발에 조개껍질이 밟혀서 아프다.	발가락이 짧아졌다.	1
2503	2504	안경에 김이 꼈다.	원인	추운 곳에 있다가 따뜻한 곳에 들어왔다.	따뜻한 곳에 있다가 추운 곳으로 나왔다.	1
2504	2505	소방대원들이 출동했다.	원인	화재가 진압되었다.	화재가 발생했다.	2
2505	2506	귀가 먹먹하다.	원인	낮잠을 잤다.	시끄러운 콘서트장에 다녀왔다.	2
2506	2507	택배가 도착했다.	결과	냉장고를 연다.	택배 상자를 연다.	2
2507	2508	머리에 드라이기 바람을 쐬었다.	원인	머리를 말렸다.	머리를 감았다.	2
2508	2509	음식이 싱겁다.	원인	음식에 소금을 넣지 않았다.	음식에 소금을 많이 넣었다.	1
2509	2510	담배 연기가 지독했다.	결과	기침이 나왔다.	소리를 질렀다.	1
2510	2511	남성은 칫솔에 치약을 짰다.	원인	남성은 저녁 식사를 마쳤다.	남성은 식사를 준비하는 중이다.	1
2511	2512	스크럽으로 얼굴을 닦았다.	결과	얼굴 각질이 생겼다.	얼굴 각질이 제거되었다.	2
2512	2513	라면을 몇 분 방치했다.	결과	라면이 꼬들꼬들했다.	라면이 불었다.	2
2513	2514	차 보닛이 망가졌다.	원인	차를 정상 속도로 운전했다.	전신주에 차를 박았다.	2
2514	2515	과일을 수확했다	원인	과일을 잘 골랐다	과일이 잘 익었다	2
2515	2516	남성이 데오드란트를 바른다.	결과	겨드랑이에서 땀냄새가 나지 않는다.	겨드랑이에서 암내가 난다.	1
2516	2517	변기가 막혔다.	결과	뚫어뻥으로 변기를 뚫었다.	청소솔로 변기를 닦았다.	1
2517	2518	콩에 낫토균을 넣고 발효시켰다.	결과	낫토가 완성되었다.	고추장이 완성되었다.	1
2518	2519	해외 출장이 예정되었다.	결과	보름달이 떴다.	비행기를 탔다.	2
2519	2520	아이는 놀이기구를 탈 수 없다.	원인	아이는 놀이기구 탑승 허용 연령이 되었다.	아이는 놀이기구 탑승 허용 연령이 되지 않았다.	2
2520	2521	수레를 밀었다.	결과	수레가 부서졌다.	수레의 바퀴가 앞으로 굴러갔다.	2
2521	2522	적금에 가입했다.	원인	로또를 구매할 것이다.	집을 장만하려 한다.	2
2522	2523	막대로 종을 쳤다.	결과	종이 울리는 소리가 났다.	종이 부서졌다.	1
2523	2524	아이가 엄마의 머리를 잡아당겼다.	결과	엄마가 트림을 했다.	엄마가 미간을 찌푸렸다.	2
2524	2525	연어가 강을 거꾸로 거슬러 올라갔다.	원인	연어는 산란기를 벗어났다.	연어의 산란기가 되었다.	2
2525	2526	경찰차가 앞에 있는 차를 세웠다.	원인	앞에 있는 차가 교통 법규를 잘 지켰다.	앞에 있는 차가 과속을 했다.	2
2526	2527	남자가 폐암에 걸렸다.	원인	남자는 오랫동안 담배를 폈다.	남자는 오랫동안 달리기를 했다.	1
2527	2528	경찰은 용의자의 차를 수색했다.	원인	용의자의 차에는 아무것도 없었다.	용의자의 차에 마약이 있다는 제보가 있었다.	2
2528	2529	내 옆에 있는 친구가 헤드폰을 꼈다.	결과	나에게 음악 소리가 들린다.	나에게 음악 소리가 들리지 않는다.	2
2529	2530	아이가 더러운 손으로 여드름을 계속 만졌다.	결과	여드름 상처가 덧나, 흉터가 남았다.	여드름이 다 사라졌다.	1
2530	2531	남성은 발목에 통증을 느낀다.	원인	남성은 발목에 상처가 났다.	남성은 운동을 하지 않는다.	1
2531	2532	여성이 수프가 짜다고 느끼고 물을 추가했다.	결과	수프가 전보다 밍밍해졌다.	수프가 더 짜졌다.	1
2532	2533	소방대원들이 출동했다.	원인	화재가 발생했다.	의료사고가 발생했다.	1
2533	2534	남성은 보안경을 착용했다.	결과	남성의 눈에 이물질이 들어가지 않는다.	남성의 눈에 눈물이 난다.	1
2534	2535	낮이 밤보다 길어졌다.	원인	여름이 되었다.	겨울이 되었다.	1
2535	2536	남성은 아이의 기저귀를 갈았다.	원인	아이는 배가 고팠다.	아이가 똥을 쌌다.	2
2536	2537	나는 길을 잃었다.	결과	지도를 펼쳤다.	현금을 꺼내 셌다.	1
2537	2538	비가 그쳤다.	결과	우산을 썼다.	우산을 접었다.	2
2538	2539	친구의 생일파티에 초대를 받았다.	결과	친구의 집을 방문했다.	친구의 이사를 도왔다.	1
2539	2540	한동안 비가 오지 않았다.	결과	강수량이 높다.	가뭄이 들었다.	2
2540	2541	여자는 기차를 타지 못했다.	원인	여자는 기차표를 잃어버렸다.	여자는 비행기표를 잃어버렸다.	1
2541	2542	여성은 국어 선생님이다.	결과	여성은 국어를 가르친다.	여성은 과학을 가르친다.	1
2542	2543	택배 상자를 열었다.	원인	택배가 도착했다.	택배를 반송했다.	1
2543	2544	후라이팬에 기름을 둘렀다.	결과	생선을 튀겼다.	책을 뒤집었다.	1
2544	2545	친구가 늦게 왔다.	결과	영화 시간에 늦었다.	영화 시간보다 빨리 도착했다.	1
2545	2546	길을 걷다가 넘어졌다.	결과	무릎에 멍이 들었다.	건물이 쓰러졌다.	1
2546	2547	남자가 라식수술을 했다.	결과	남자의 눈이 좋아졌다.	남자의 눈이 나빠졌다.	1
2547	2548	고속도로에 차가 많다.	결과	약속 장소에 늦게 도착했다.	약속 장소에 일찍 도착했다.	1
2548	2549	몸이 피곤하다. 	원인	오늘 새벽에 일찍 일어났다. 	어제 푹 쉬었다.	1
2549	2550	과자를 깔고 앉았다.	결과	과자가 부스러졌다.	과자가 단단해졌다.	1
2550	2551	유물이 많이 손상되었다.	결과	유물 복원 작업을 시작했다.	복제된 유물 전시를 시작했다.	1
2551	2552	따뜻한 물에 얼음을 넣었다.	결과	얼음이 손가락에 달라 붙었다.	얼음이 녹았다.	2
2552	2553	블루투스 이어폰 연결이 해제되었다.	원인	블루투스를 껐다.	블루투스를 켰다.	1
2553	2554	남자가 술을 마시고 운전을 하다가 경찰에 걸렸다.	결과	남자의 운전면허가 정지되었다.	남자가 차를 몰고 집으로 돌아 갔다.	1
2554	2555	나는 번지점프를 할 수 없다.	원인	나는 고소공포증이 있다.	나는 폐소공포증이 있다.	1
2555	2556	추운 겨울에 롱패딩을 입었다.	결과	추위를 견딜 만하다.	더위를 견딜 만하다.	1
2556	2557	방 안의 공기가 따뜻해졌다.	원인	벽난로를 틀었다.	선풍기를 틀었다.	1
2557	2558	공원에 산책을 나갔다.	결과	이웃을 만났다.	시험을 봤다.	1
2558	2559	지갑을 잃어버렸다.	원인	지하철에 지갑을 두고 내렸다.	지갑을 새로 구매했다.	1
2559	2560	화장실에 습기가 찼다.	원인	뜨거운 물로 샤워를 했다.	화장실을 리모델링했다.	1
2560	2561	머리를 빗었다.	원인	머리가 찰랑거린다.	머리가 엉켰다.	2
2561	2562	정원 잔디가 길다.	결과	정원사가 잔디를 잘랐다.	잔디에 물을 주었다.	1
2562	2563	손에서 피가 난다.	원인	진달래에 손을 가져다 댔다.	선인장에 손을 가져다 댔다.	2
2563	2564	새가 날지 못한다.	원인	새의 다친 날개가 치유되었다.	새의 날개가 부러졌다.	2
2564	2565	맷돌에 콩을 넣고 맷돌 손잡이를 돌렸다.	결과	콩이 딱딱하게 굳었다.	콩이 갈려 나왔다.	2
2565	2566	주현이가 공인회계사 시험 공부를 하고 있다.	원인	주현이는 변호사가 되려고 한다.	주현이는 회계사가 되려고 한다.	2
2566	2567	짜장면이 불었다.	원인	짜장면을 오랫동안 먹지 않았다.	짜장면을 다 먹었다.	1
2567	2568	철을 가열했다.	결과	철이 구부러졌다.	유리가 깨졌다.	1
2568	2569	의자 다리가 부러졌다.	원인	의자를 조립했다.	의자 위에 너무 무거운 물건을 올렸다.	2
2569	2570	고양이가 죽었다.	원인	고양이가 간식을 먹었다.	고양이가 독약을 먹었다.	2
2570	2571	빵 반죽에 이스트를 넣었다.	결과	반죽이 묽어졌다.	반죽이 부풀어 올랐다.	2
2571	2572	여자의 귀에 외이도염이 생겼다.	결과	염증 치료를 받았다.	염증이 다 나았다.	1
2572	2573	여자가 떡을 샀다.	결과	여자가 순대를 만들었다.	여자가 떡볶이를 만들었다.	2
2573	2574	운전자가 브레이크를 밟았다.	원인	신호등이 빨간불이다.	신호등이 초록불이다.	1
2574	2575	휴대폰 진동이 울린다.	원인	휴대폰에 전화가 왔다.	휴대폰 배터리가 방전되었다.	1
2575	2576	빨래를 건조대에서 내렸다.	원인	빨래가 다 건조되었다.	빨래를 세탁기에 넣었다.	1
2576	2577	선물상자를 리본으로 포장했다.	원인	상자에 선물을 전부 다 담았다.	편지를 다 작성했다.	1
2577	2578	볼펜 뚜껑을 닫지 않았다.	결과	볼펜 잉크가 다 말랐다.	볼펜 잉크가 더 선명해졌다.	1
2578	2579	여자의 방이 난장판이다.	원인	여자는 정리정돈을 잘 한다.	여자는 정리정돈을 못 한다.	2
2579	2580	머리스타일이 마음에 들지 않아 남들에게 보여주고 싶지 않다.	결과	수염을 길렀다.	머리를 가리기 위해 모자를 썼다.	2
2580	2581	노트북에 커피를 쏟았다.	결과	노트북이 고장났다.	노트북이 부서졌다.	1
2581	2582	리무버로 눈을 지웠다.	원인	아이라이너 화장을 했다.	립스틱을 발랐다.	1
2582	2583	여자는 그늘로 갔다.	원인	햇빛이 뜨거웠다.	택시를 불렀다.	1
2583	2584	김밥이 말아지지 않는다.	원인	밥에 찰기가 없다.	밥에 찰기가 충분하다.	2
2584	2585	그 남자가 비소를 마셨다.	결과	그 남자가 치료되었다.	그 남자가 죽었다.	2
2585	2586	신발끈을 묶었다.	원인	신발끈이 더러워졌다.	신발끈이 풀렸다.	2
2586	2587	남자가 홈런볼을 주웠다.	원인	선수가 홈런을 쳤다. 	선수가 안타를 쳤다.	1
2587	2588	아이스크림 매출이 증가했다.	원인	기온이 높아졌다.	기온이 낮아졌다.	1
2588	2589	팬들이 환호성을 질렀다.	원인	아이돌이 무대에서 춤을 추다가 넘어졌다.	아이돌이 무대에서 멋진 춤을 선보였다.	2
2589	2590	여자가 전화를 받지 않았다.	원인	여자는 휴대폰을 무음모드로 설정해두었다.	여자는 휴대폰을 샀다.	1
2590	2591	끓는 물에 달걀을 넣었다.	결과	달걀이 커졌다.	달걀이 익었다.	2
2591	2592	남자는 매일 술을 마셨다.	결과	남자의 장기가 튼튼해졌다.	남자의 장기가 망가졌다.	2
2592	2593	아침에 햇빛이 너무 심해서 잠에서 깼다.	결과	커튼을 친다.	창문을 연다.	1
2593	2594	고무줄이 늘어났다.	원인	고무줄을 세게 잡아당겼다.	고무줄을 물에 넣었다.	1
2594	2595	남성이 에어컨 리모컨을 찾는다.	원인	남성은 더위를 느낀다.	남성은 건전지를 교체했다.	1
2595	2596	클래식 공연에 입장하는 중이다.	결과	직원에게 입장권을 보여준다.	직원에게서 입장권을 빼앗는다.	1
2596	2597	떡에 콩고물을 묻혔다.	결과	인절미가 완성되었다.	시루떡이 완성되었다.	1
2597	2598	남자는 시험에서 0점을 받았다.	원인	남자는 시험 공부를 열심히 했다.	남자는 시험에서 부정행위를 했다.	2
2598	2599	개에게 물렸다.	결과	친구들과의 약속이 많아졌다.	병원에서 진찰을 받았다.	2
2599	2600	손목에 향수를 뿌렸다.	원인	목덜미에서 향수 냄새가 난다.	손목에서 향수 냄새가 난다.	2
2600	2601	자동차가 도로 갓길에 차를 세웠다. 	원인	자동차 바퀴가 터졌다.	신호등이 빨간색으로 바뀌었다.	1
2601	2602	남자가 시계를 보았다.	결과	그는 약속장소가 바뀐 것을 알게 되었다.	그는 그가 빨리 도착했다는 것을 알게 되었다.	2
2602	2603	껌을 오랫동안 씹었다.	결과	껌의 단맛이 다 빠졌다.	풍선껌을 불었다.	1
2603	2604	여자는 승진을 했다.	원인	여자는 프로젝트를 성공적으로 마무리했다.	여자는 회사를 그만두었다.	1
2604	2605	여자는 밤새도록 시험 공부를 했다.	결과	여자는 시험지에 손을 베였다.	여자는 시험에 합격했다.	2
2605	2606	태양이 사라졌다.	원인	아침이 되었다.	밤이 되었다.	2
2606	2607	개미를 돋보기로 관찰했다.	결과	개미가 작게 보인다.	개미가 크게 보인다.	2
2607	2608	달이 사라졌다.	원인	아침이 되었다.	밤이 되었다.	1
2608	2609	남자의 인대가 파열되었다.	원인	남자가 다리를 삐끗했다.	남자가 물을 마셨다.	1
2609	2610	여자가 유니폼을 입었다.	원인	여자의 근무시간이 되었다.	여자의 퇴근시간이 되었다.	1
2610	2611	창이 더러워졌다.	결과	비바람이 불었다.	창문을 닦는다.	2
2611	2612	도시에 연구소가 세워졌다.	원인	도시가 미래 산업연구단지로 지정되었다.	도시가 개발제한구역으로 지정되었다.	1
2612	2613	기차 예약을 취소했다.	원인	여행 일정이 변경되었다.	기차역에 도착했다.	1
2613	2614	소년이 넘어졌다.	원인	소년의 신발끈이 풀렸다.	소년의 바지 지퍼가 열렸다.	1
2614	2615	휴지로 핸드폰을 닦았다.	원인	핸드폰에 먼지가 묻었다.	 핸드폰이 깨끗한 상태이다.	1
2615	2616	자판기에 동전을 넣었다.	결과	자판기에서 음료수가 나왔다.	자판기를 발로 걷어찼다.	1
2616	2617	무지개가 떴다.	원인	날이 건조했다.	비가 잔뜩 내리다가 그쳤다.	2
2617	2618	여자는 주말마다 절에 간다.	원인	여자는 불교 신자이다.	여자는 기독교 신자이다.	1
2618	2619	요리사가 반죽에 구멍을 뚫었다.	원인	요리사는 수프를 끓이려고 한다.	요리사는 도넛을 만드려고 한다.	2
2619	2620	남자가 회사로부터 징계를 받았다.	원인	남자가 회사의 기밀이 든 자료를 들고 넘어졌다.	남자가 회사의 기밀을 유출했다.	2
2620	2621	전등 스위치가 고장났다.	결과	전등이 켜지지 않는다.	전등을 교체했다.	1
2621	2622	물에 젖은 손으로 전기 코드를 만졌다.	결과	감전되었다.	정전되었다.	1
2622	2623	아랫집에서 항의하러 올라왔다.	원인	윗집이 시끄럽게 뛰어다녔다.	윗집에서 선물을 주었다.	1
2623	2624	여자가 3일 동안 우울해 하고 있다.	원인	여자는 우울증을 앓고 있다.	여자는 수족냉증을 앓고 있다.	1
2624	2625	여자가 물티슈로 강아지의 똥꼬를 닦았다.	원인	강아지가 쉬를 쌌다.	강아지가 똥을 쌌다.	2
2625	2626	제모를 했다.	결과	다리털이 풍성하다.	다리가 매끈해졌다.	2
2626	2627	남자가 체포되었다.	원인	남자가 빵을 먹었다.	남자가 빵을 훔쳤다.	2
2627	2628	여자는 땅콩을 먹고 온 몸에 두드러기가 났다.	원인	여자는 땅콩을 좋아한다.	여자는 땅콩 알레르기가 있다.	2
2628	2629	선수는 티셔츠를 입었다.	원인	일기예보에서 오늘 날씨가 춥다고 했다.	일기예보에서 오늘 날씨가 덥다고 했다.	2
2629	2630	밥에 고추장을 넣고 비볐다.	결과	밥의 색이 붉은색으로 변했다.	밥의 색이 검은색으로 변했다.	1
2630	2631	여자가 옷장을 닫았다.	원인	옷장 문이 부서졌다.	옷장 문이 열려있다.	2
2631	2632	통나무가 반으로 갈라졌다.	원인	통나무를 장작으로 썼다.	도끼로 통나무를 내리찍었다.	2
2632	2633	배의 껍질을 깎았다.	결과	배의 표면이 갈색이다.	배의 표면이 흰색이다.	2
